latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
29.8534,-84.6761,29.8534,-84.6761,2018 Michael,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,William McDevitt,Marker,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLFRA27489,Private Residence,,,FL,Franklin County,,No,29.8534,-84.6761,34236,Gulf of Mexico,27489,287,5,1,Seed line located inside Unit D4 elevator shaft. t,10/19/2018 4:00:00 AM,8.91,2,6,N/A,19638,4,2.04,4,,,Coastal,10/13/2018 4:00:00 AM,1,4,105,105,0.08,0.05,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.87136,-84.60992,29.87136,-84.60992,2018 Michael,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Sara Hammermeister,Stake,Handheld GPS,NAD83,Tiffany Carson,Tiffany Carson,FLFRA27490,"2132 U.S.98, CARRABELLE, FL
NORTH EAST CORNER OF BUILDING",,,FL,Franklin County,,No,29.87136,-84.60992,34237,Gulf of Mexico,27490,287,5,4,SEED LINE ON INTERIOR SIDE NORTHERN MOST  DOUBLE DOOR TO MAINTANCE WORK SHOP ON NORTH EAST CORNER OF BUILDING. LEVELED LINE TO EXTERIOR OF BUILDING FOR SURVEY CREW. STAKE DRIVEN INTO GROUND BELOW MARK,10/16/2018 4:00:00 AM,9.41,2,6,N/A,19523,7,2.85,1,,,Coastal,10/13/2018 4:00:00 AM,1,2,1741,1741,0.06,0.04,hwm-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.87136,-84.60992,29.87136,-84.60992,2018 Michael,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Sara Hammermeister,Stake,Handheld GPS,NAD83,Tiffany Carson,Corin Downs,FLFRA27490,"2132 U.S.98, CARRABELLE, FL
NORTH EAST CORNER OF BUILDING",,,FL,Franklin County,,No,29.87136,-84.60992,34238,Gulf of Mexico,27490,287,5,3,SEED LINE ON INTERIOR SIDE SOUTHERN MOST  DOUBLE DOOR TO MAINTANCE WORK SHOP ON NORTH EAST CORNER OF BUILDING. LEVELED LINE TO EXTERIOR OF BUILDING FOR SURVEY CREW. STAKE DRIVEN INTO GROUND BELOW MARK,10/16/2018 4:00:00 AM,9.33,2,6,N/A,19524,7,2.75,1,,,Coastal,10/13/2018 4:00:00 AM,1,2,1741,101,0.06,0.04,hwm-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.854,-84.6761,29.854,-84.6761,2018 Michael,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,William McDevitt,Other (Note in Description box),Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLFRA27491,Private Residence,,,FL,Franklin County,,No,29.854,-84.6761,34239,Gulf of Mexico,27491,287,5,1,Marked with pencil line.,10/19/2018 4:00:00 AM,8.92,2,6,N/A,19639,9,0.38,4,,,Riverine,10/13/2018 4:00:00 AM,1,4,105,105,0.08,0.05,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.39871309,-83.20546294,29.39871309,-83.20546294,2018 Michael,Debris,Good: +/- 0.10 ft,NAVD88,Level Gun,Sara Hammermeister,Stake,Map (digital or paper),WGS84 (from Digital Map),Sonny Anderson,Sonny Anderson,FLDIX03351,Shired Island,,Gulf of Mexico,FL,Dixie County,,Yes,29.39871309,-83.20546294,34240,Shired Creek,3351,287,2,2,DERBIS LINE 30 FT SOUTH FROM SENSOR BRACKET,10/11/2018 4:00:00 AM,6.1,2,2,N/A,19073,7,,4,12769,,Coastal,10/11/2018 4:00:00 AM,1,4,62,62,0.01,0.1,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.39871309,-83.20546294,29.39871309,-83.20546294,2018 Michael,Debris,Fair: +/- 0.20 ft,NAVD88,Level Gun,Sara Hammermeister,Stake,Map (digital or paper),WGS84 (from Digital Map),Sonny Anderson,Sonny Anderson,FLDIX03351,Shired Island,,Gulf of Mexico,FL,Dixie County,,Yes,29.39871309,-83.20546294,34241,Shired Creek,3351,287,2,3,DEBRIS LINE 40 FT EAST FROM BOAT RAMP,10/11/2018 4:00:00 AM,6,2,2,N/A,19074,7,,4,12769,,Coastal,10/11/2018 4:00:00 AM,1,4,62,62,0.01,0.1,HWM 2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.87128,-84.60986,29.87128,-84.60986,2018 Michael,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Sara Hammermeister,Stake,Handheld GPS,NAD83,Tiffany Carson,Tiffany Carson,FLFRA27492,private residence,,,FL,Franklin County,,No,29.87128,-84.60986,34244,Gulf of Mexico,27492,287,1,3,MUD LINE ON MENS INTERIOR SHOWER WALL. EXTENDED LINE TO EXTERIOR OF BUILDING. MARKED WITH A STAKE LABELED MEO002_20181014.,10/16/2018 4:00:00 AM,9.46,2,6,N/A,19525,7,2.58,1,,,Coastal,10/14/2018 4:00:00 AM,1,2,1741,1741,0.06,0.04,hwm-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.852,-84.6729,29.852,-84.6729,2018 Michael,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,William McDevitt,Tape,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLFRA27493,"MOORINGS AT CARRABELLE
1000 AVE A N CARRABELLE FL 32322",,,FL,Franklin County,,No,29.852,-84.6729,34245,Gulf of Mexico,27493,287,5,3,SEED LINE LOCATED ON NORTH SIDE OF OCTAGON SHAPED BUILDING BEHIND TWO AIR CONDITIONERS,10/19/2018 4:00:00 AM,9.29,2,6,N/A,19640,2,2.31,4,,,Coastal,10/14/2018 4:00:00 AM,0,4,105,105,0.08,0.2,HWM003,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8525,-84.6693,29.8525,-84.6693,2018 Michael,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,William McDevitt,Tape,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLFRA27494,C-Quarters Marina,,,FL,Franklin County,,No,29.8525,-84.6693,34246,Gulf of Mexico,27494,287,5,2,Seed line located on plywood wall with door.   Back side of building where all AC units are located.,10/19/2018 4:00:00 AM,9.24,2,6,N/A,19641,2,0.5,4,,,Coastal,10/14/2018 4:00:00 AM,1,4,105,105,0.08,0.1,HWM004,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8525,-84.6693,29.8525,-84.6693,2018 Michael,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,William McDevitt,Tape,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Corin Downs,FLFRA27494,C-Quarters Marina,,,FL,Franklin County,,No,29.8525,-84.6693,34247,Gulf of Mexico,27494,287,5,2,Seed line on concrete wall behind AC units,10/19/2018 4:00:00 AM,9.28,2,6,N/A,19642,2,2.03,4,,,Coastal,10/14/2018 4:00:00 AM,1,4,105,101,0.08,0.1,HWM 004REF,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.87283,-84.60753,29.87283,-84.60753,2018 Michael,Debris,Poor: +/- 0.40 ft,NAVD88,Level Gun,William McDevitt,Stake,Handheld GPS,NAD83,Tiffany Carson,Tiffany Carson,FLFRA27495,private residence,,,FL,Franklin County,,No,29.87283,-84.60753,34248,Gulf of Mexico,27495,287,2,4,DEBRIS LINE IN CHAIN LINK FENCE BETWEEN PROPERTY LINE. SOUTHERN MOST SECTION OF FENCE.,10/16/2018 4:00:00 AM,10.41,2,2,N/A,19694,7,4.5,1,,,Coastal,10/14/2018 4:00:00 AM,0,2,1741,1741,0.01,0.15,hwm-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8569,-84.6765,29.8569,-84.6765,2018 Michael,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Sara Hammermeister,Stake,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLFRA27496,Private Residence,,,FL,Franklin County,,No,29.8569,-84.6765,34249,Gulf of Mexico,27496,287,5,2,SEED LINE LOCATED ON RIGHT SIDE OF YELLOW HOUSE FRONT PORCH AREA,10/20/2018 4:00:00 AM,8.24,2,6,N/A,19515,7,0.5,4,,,Coastal,10/14/2018 4:00:00 AM,0,4,105,105,0.06,0.1,HWM005,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.859,-84.6744,29.859,-84.6744,2018 Michael,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,William McDevitt,Marker,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLFRA27497,Private Residence,,,FL,Franklin County,,No,29.859,-84.6744,34250,Gulf of Mexico,27497,287,5,3,SEED LINE LOCATED ON 1ST WOODEN SUPPORT POST INSIDE OF GARAGE,10/20/2018 4:00:00 AM,8.26,2,6,N/A,19644,4,0.92,4,,,Coastal,10/14/2018 4:00:00 AM,1,4,105,105,0.06,0.2,HWM006,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.859,-84.6744,29.859,-84.6744,2018 Michael,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,William McDevitt,Marker,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Corin Downs,FLFRA27497,Private Residence,,,FL,Franklin County,,No,29.859,-84.6744,34251,Gulf of Mexico,27497,287,5,3,SEED LINE LOCATED ON SECOND WOODEN POST INSIDE GARAGE,10/20/2018 4:00:00 AM,8.26,2,6,N/A,19643,4,0.91,4,,,Coastal,10/14/2018 4:00:00 AM,1,4,105,101,0.06,0.2,006REF,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8664,-84.6735,29.8664,-84.6735,2018 Michael,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,William McDevitt,Stake,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLFRA27498,Private Residence,,,FL,Franklin County,,No,29.8664,-84.6735,34253,Gulf of Mexico,27498,287,5,3,SEED LINE LOCATED ON 1ST WOODEN SUPPORT POST INSIDE OF GARAGE,10/20/2018 4:00:00 AM,8,2,6,N/A,19652,7,1.06,4,,,Coastal,10/14/2018 4:00:00 AM,1,4,105,105,0.06,0.1,HWM007,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8759,-84.6037,29.8759,-84.6037,2018 Michael,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Sara Hammermeister,Marker,Handheld GPS,NAD83,Tiffany Carson,Tiffany Carson,FLFRA27499,private residence,,,FL,Franklin County,,No,29.8759,-84.6037,34254,Gulf of Mexico,27499,287,5,4,HOUSE NUMBER 2232. SEED LINE ON FOURTH COLUMN SUPPORT FOR HOUSE. IN CORNER OF PARKING GARAGE. STAKE DRIVEN 30 FT NORTH AT CORNER OF HOUSE. NO CHISELED SQUARE ON PRIVATE PROPERTY.,10/16/2018 4:00:00 AM,9.54,2,6,N/A,19526,4,0.31,1,,,Coastal,10/14/2018 4:00:00 AM,1,2,1741,1741,0.06,0.05,hwm-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8759,-84.6037,29.8759,-84.6037,2018 Michael,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Sara Hammermeister,Marker,Handheld GPS,NAD83,Tiffany Carson,Corin Downs,FLFRA27499,private residence,,,FL,Franklin County,,No,29.8759,-84.6037,34256,Gulf of Mexico,27499,287,5,4,HOUSE TO THE WEST OF 2232. SEED LINE ON BACK WALL OF CARPORT. MARKED WITH PENCIL AND STAKE DRIVEN AT ENTRANCE TO CAR PORT.,10/16/2018 4:00:00 AM,9.4,2,6,N/A,19527,4,0.17,1,,,Coastal,10/14/2018 4:00:00 AM,1,2,1741,101,0.06,0.05,hwm-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8712,-84.6681,29.8712,-84.6681,2018 Michael,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,William McDevitt,Stake,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Corin Downs,FLFRA27500,Private Residence,,,FL,Franklin County,,No,29.8712,-84.6681,34257,Gulf of Mexico,27500,287,2,3,SEED LINE LOCATED ON SIDE OF OLD GREEN CHEVY SUBURBAN ON DRIVER SIDE OF VEHICLE,10/20/2018 4:00:00 AM,6.91,2,6,N/A,19653,7,1.52,4,,,Coastal,10/14/2018 4:00:00 AM,1,4,105,101,0.06,0.2,HWM008,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.94569,-85.41053,29.94569,-85.41053,2018 Michael,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Kevin Grimsley,Marker,Map (digital or paper),WGS84 (from Digital Map),Corin Downs,Corin Downs,FLBAY27501,Mexico Beach public works building directly behind city hall,,,FL,Bay County,,No,29.9456,-85.41045,34258,Gulf of Mexico,27501,287,5,2,Seed line located on the most North West white door in the back of the public works warehouse. Mexico Beach public works building directly behind city hall.,10/17/2018 4:00:00 AM,17.28,2,2,N/A,19645,4,2.5,4,,,Coastal,10/17/2018 4:00:00 AM,1,4,101,101,0.01,,hwm-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.94569,-85.41053,29.94569,-85.41053,2018 Michael,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Kevin Grimsley,Marker,Map (digital or paper),WGS84 (from Digital Map),Corin Downs,Ron Knapp,FLBAY27501,Mexico Beach public works building directly behind city hall,,,FL,Bay County,,No,29.9456,-85.41045,34259,Gulf of Mexico,27501,287,5,2,eed line on the bathroom door frame inside the public works warehouse immediately to the right once you walk in the furthest north west door way in the back of public works warehouse where HWM1 is located.,10/17/2018 4:00:00 AM,17.3,2,2,N/A,19646,4,,4,,,Coastal,10/17/2018 4:00:00 AM,0,4,101,1700,0.01,,hwm-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8757,-84.6665,29.8757,-84.6665,2018 Michael,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,William McDevitt,Paint,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLFRA27502,Private Residence,,,FL,Franklin County,,No,29.8757,-84.6665,34260,Gulf of Mexico,27502,287,5,2,SEED LINE ON FRONT OF HOUSE LOCATED ON THE CONCRETE SUPPORT OF STRUCTURE.,10/20/2018 4:00:00 AM,7.77,2,6,N/A,19654,3,1.06,4,,,Coastal,10/14/2018 4:00:00 AM,0,4,105,105,0.06,0.1,HWM008,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.72152,-83.48648,29.72152,-83.48648,2018 Michael,Debris,VP: > 0.40 ft,NAVD88,Level Gun,Sara Hammermeister,Stake,Map (digital or paper),WGS84 (from Digital Map),Sonny Anderson,Sonny Anderson,FLTAY24950,Big Bend Wildlife Management Area Boat Ramp,,Gulf of Mexico,FL,Taylor County,,Yes,29.72152,-83.48648,34261,Dallus Creek,24950,287,2,5,"In brush near boat ramp, Poor debris line",10/13/2018 4:00:00 AM,,2,2,N/A,18824,7,,4,12770,"4.124, HWM believed to be a secondary mark, not associated with the peak for the station and may have occurred during the recession.",Coastal,10/13/2018 4:00:00 AM,1,4,62,62,0.01,0.5,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.72152,-83.48648,29.72152,-83.48648,2018 Michael,Debris,VP: > 0.40 ft,NAVD88,Level Gun,Sara Hammermeister,Stake,Map (digital or paper),WGS84 (from Digital Map),Sonny Anderson,Sonny Anderson,FLTAY24950,Big Bend Wildlife Management Area Boat Ramp,,Gulf of Mexico,FL,Taylor County,,Yes,29.72152,-83.48648,34262,Dallus Creek,24950,287,2,5,Debris line on boat ramp,10/13/2018 4:00:00 AM,,2,2,N/A,18825,7,,4,12770,"4.288, HWM believed to be a secondary mark, not associated with the peak for the station and may have occurred during the recession.",Coastal,10/13/2018 4:00:00 AM,1,4,62,62,0.01,0.5,HWM 2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8878,-84.6551,29.8878,-84.6551,2018 Michael,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,William McDevitt,Marker,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLFRA27503,Private Residence,,,FL,Franklin County,,No,29.8878,-84.6551,34263,Gulf of Mexico,27503,287,5,3,"SEED LINE ON SIDE OF HOUSE ON BLUE WATER SOFTENER
MEASURED UPFROM BLACK X ON CONCRETE PAD",10/20/2018 4:00:00 AM,6.78,2,6,N/A,19659,4,1.37,4,,,Coastal,10/14/2018 4:00:00 AM,1,4,105,105,0.019,0.2,HWM010,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8878,-84.6551,29.8878,-84.6551,2018 Michael,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,William McDevitt,Stake,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Corin Downs,FLFRA27503,Private Residence,,,FL,Franklin County,,No,29.8878,-84.6551,34264,Gulf of Mexico,27503,287,5,4,SEED LINE ON BLACK TANK NEXT TO BLUE WATER SOFTENER,10/20/2018 4:00:00 AM,6.76,2,6,N/A,19660,7,1.25,4,,,Coastal,10/14/2018 4:00:00 AM,1,4,105,101,0.019,0.4,HWM10Ref,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.8778,-84.6011,29.8778,-84.6011,2018 Michael,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,William McDevitt,Marker,Handheld GPS,NAD83,Tiffany Carson,Tiffany Carson,FLFRA27504,private residence,,,FL,Franklin County,,No,29.8778,-84.6011,34272,Gulf of Mexico,27504,287,5,2,GREEN CABLE UTILIZE ACCESS BOX WEST OF HOUSE ADDRESS,10/16/2018 4:00:00 AM,9.38,2,6,N/A,19696,4,0.75,1,,,Coastal,10/14/2018 4:00:00 AM,1,2,1741,1741,0.018,0.05,hwm-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
