latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
30.74194,-81.68778,30.74194,-81.68778,2017 Irma,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Stake,Phone/Car GPS,NAD83,Arthur Day,Arthur Day,GACAM17830,Mounted on second guardrail streamward of gate leading to old abandoned fish camp.,,Not Defined,GA,Camden County,,No,30.74194,-81.68778,22849,St. Mary's River,17830,182,2,2,DEBRIS LINE ON LEFT BANK AT US 17 BRIDGE.,9/14/2017 4:00:00 AM,6.148,2,6,Left,6813,7,,3,4834,,Riverine,9/14/2017 4:00:00 AM,1,2,1587,1587,0.066,,GACAM17830,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
25.84512,-81.38683,25.84512,-81.38683,2017 Irma,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Map (digital or paper),NAD83,Ryan Hollins,Ryan Hollins,FLCOL03237,Everglades City at Everglades National Park (ENP) Ranger Station.,,Gulf of Mexico,FL,Collier County,,No,25.84512,-81.38683,22879,Chokoloskee Bay,3237,182,5,1,Handicapped women's bathroom at ranger station,9/14/2017 4:00:00 AM,8.78,2,2,N/A,5911,4,4.39,4,4459,,Coastal,9/14/2017 4:00:00 AM,1,2,81,81,0.019,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.77056,-81.58139,30.77056,-81.58139,2017 Irma,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Steve Harden,Nail and HWM tag,Other (Note in Description box),NAD83,Arthur Day,Arthur Day,GACAM17842,Dark Entry Creek Kings bay.,,,GA,Camden County,,No,30.77056,-81.58139,22885,Dark Entry Creek,17842,182,5,2,SEED LINE IN TREE BEHIND LIFT STATION.,9/14/2017 4:00:00 AM,7.972,2,2,Right,6961,6,2.12,5,,,Riverine,9/14/2017 4:00:00 AM,0,2,1587,1587,0.06,,GACAM17842,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.2866666666666,-81.0546388888888,29.2866666666666,-81.0546388888888,2017 Irma,Debris,Poor: +/- 0.40 ft,NAVD88,Level Gun,Darrell Lambeth,Stake,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLVOL03138,Cassen Park,,South Atlantic,FL,Volusia County,0,No,29.2866666666666,-81.0546388888888,22888,Halifax River,3138,182,2,4,Aprox 30 ft behind white house in park and 30ft west of RM1,9/13/2017 4:00:00 AM,4.455,2,2,N/A,6006,7,0.1,4,,Corresponds to peak from HOBO water level sensor.,Riverine,9/13/2017 4:00:00 AM,1,4,105,105,0.004,,MJB-002,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
31.92868,-81.07017,31.92868,-81.07017,2017 Irma,Seed line,Poor: +/- 0.40 ft,NAVD88,Level Gun,Steve Harden,Nail,Phone/Car GPS,NAD83,Chris Brown,Chris Brown,GACHA17870,Oakridge Golf Course.,,,GA,Chatham County,,No,31.92868,-81.07017,22891,Moon River,17870,182,5,4,Located on pier support at golf cart bridge.,9/14/2017 4:00:00 AM,8.53,2,2,N/A,7084,5,5.25,3,,A Trimble R8 established a TBM and levels were run to HWM. Elevation found to be 8.465ft. After GNSS post processing a correction of 0.069 ft was applied. New HWM elevation is 8.534ft,Coastal,9/14/2017 4:00:00 AM,0,2,1750,1750,0.095,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.40377,-81.878,26.40377,-81.878,2017 Irma,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Map (digital or paper),NAD83,Ryan Hollins,Ryan Hollins,FLLEE03288,Lover's Key at Big Carlos Pass (between Estero Bay and Gulf of Mexico).,,Gulf of Mexico,FL,Lee County,,Yes,26.40377,-81.878,22896,Big Carlos Pass (Estero Bay),3288,182,5,1,"seed line on plastic power pole. marked with
sharpie.",9/14/2017 4:00:00 AM,4.04,2,2,N/A,6684,4,1.15,4,4464,"levels run using elev of AD1355 at time of Wilma, since updated +0.02 and reflected here.",Coastal,9/14/2017 4:00:00 AM,1,2,81,81,0.004,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
31.94677,-81.06678,31.94677,-81.06678,2017 Irma,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Steve Harden,Other (Note in Description box),Phone/Car GPS,NAD83,Chris Brown,Chris Brown,GACHA17863,Rodney Jay Hall Boat Ramp,,,GA,Chatham County,,No,31.94677,-81.06678,22897,Skidaway River,17863,182,5,2,Lag bolt in wooden pylon behind shed.,9/14/2017 4:00:00 AM,,2,2,N/A,7076,9,0.51,3,,The surveyed HWM elevation was deemed to be incorrect based on sensor data and nearby peak elevations.  Possible that surveyed HWM may have actual been a turn point. No HWM elevation included in STN.,Coastal,9/14/2017 4:00:00 AM,0,2,1750,1750,,0.1,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
25.850305,-81.384513,25.850305,-81.384513,2017 Irma,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Phone/Car GPS,WGS84 (from Digital Map),Ryan Hollins,Ryan Hollins,FLCOL21927,"551 Partners Circle Unit 12B
Jason Mayberry
sweetmayberryscafe
@gmail.com",,,FL,Collier County,,No,25.850305,-81.384513,22907,Barron River,21927,182,5,1,Debris line inside of garage. HWM transfered to outside of garage on the east side using a level. Second garage door of western most house.,9/14/2017 4:00:00 AM,7.82,2,2,N/A,6692,4,4.24,3,,labeled HWM1 on level notes,Coastal,9/13/2017 4:00:00 AM,1,4,81,81,0.004,0.02,MDM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
25.848879,-81.384769,25.848879,-81.384769,2017 Irma,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Phone/Car GPS,WGS84 (from Digital Map),Ryan Hollins,Ryan Hollins,FLCOL21928,Residence,,,FL,Collier County,,No,25.848879,-81.384769,22908,Chokoloskee Bay,21928,182,5,1,seed line behind glass-screen door,9/14/2017 4:00:00 AM,8.065,2,2,N/A,6694,4,5.25,3,,labeled HWM-03 on levels and map,Coastal,9/14/2017 4:00:00 AM,1,4,81,81,0.004,0.05,LES-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
18.34601,-65.63657,18.34601,-65.63657,2017 Irma,Debris,Poor: +/- 0.40 ft,PRVD02,RT-GNSS,Mark Dickman,Stake,Map (digital or paper),NAD83,Elvis Sanchez,Windy Brace,PRFAJ20587,"Puerto Chico public dock, next to Pescaderia Saldinera, Marina Puerto Chico, and across the street from Apartment 406 of Pena Mar Ocean Club",Priority 1 (network or time critical),South Atlantic,PR,Fajardo Municipio,,No,18.345873,-65.636469,22909,Puerto Chico,20587,182,2,4,APPROX 20 FT FROM RIGHT SIDE OF DOCK,9/13/2017 4:00:00 AM,3.493,6,6,N/A,10571,7,,4,,,Coastal,9/13/2017 4:00:00 AM,1,2,1794,105,0.141,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
32.00605,-80.841933,32.00605,-80.841933,2017 Irma,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Steve Harden,Other (Note in Description box),Phone/Car GPS,local control point,Chris Brown,Chris Brown,GACHA17816,6th Street beach access on north side of Board Walk bench area. Also known as SSS-GA-CHT-027WL,,,GA,Chatham County,,No,32.00605,-80.841933,22918,Atlantic Ocean,17816,182,2,4,"Debris line, 6.2 feet wide on the beach.",9/14/2017 4:00:00 AM,10.83,2,6,N/A,6975,9,0,3,4860,Ran levels from TBM to HWM. Elevation found to be 10.762. After GNSS post processing a correction of 0.069 ft was applied. New elevation is 10.762 ft + 0.069 ft=  10.831 ft.,Coastal,9/14/2017 4:00:00 AM,1,1,1750,1750,0.02,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.766334,-82.264778,26.766334,-82.264778,2017 Irma,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Darrell Lambeth,Marker,Phone/Car GPS,WGS84 (from Digital Map),Ryan Hollins,Ryan Hollins,FLLEE21933,Street side of concrete privacy wall on Gasparilla Rd in between 23rd St W and 22nd St W,,,FL,Lee County,,No,26.766334,-82.264778,22919,Gulf of Mexico,21933,182,5,1,,9/15/2017 4:00:00 AM,3.44,2,2,N/A,6693,4,0.5,3,,Ran from GNSS BM,Coastal,9/13/2017 4:00:00 AM,1,4,81,81,0.004,0.03,RDH-02,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
31.021316,-81.434167,31.021316,-81.434167,2017 Irma,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Steve Harden,Not marked,Other (Note in Description box),local control point,Daniel McCay,Daniel McCay,GAGLY17790,dock at St Andrews Picnic Area. Previously named SSS-GA-GLY-015WL,,,GA,Glynn County,,No,31.021017,-81.434792,22921,Jekyll Sound,17790,182,5,2,Seed line on information sign near restrooms at parking lot of St. Andrews Picnic Area.,9/14/2017 4:00:00 AM,7.17,2,2,N/A,7094,8,0.82,5,,Shot RT-GNSS on RP1 above HOBO. Ran levels from RP1 to HWM; -0.002 closure. *,Coastal,9/14/2017 4:00:00 AM,0,1,1591,1591,0.11,0.1,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.765761,-82.265427,26.765761,-82.265427,2017 Irma,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Darrell Lambeth,Marker,Map (digital or paper),WGS84 (from Digital Map),Ryan Hollins,Ryan Hollins,FLLEE21935,Entrance in concrete privacy wall on NW corner of 2170 Shore Ln property,,,FL,Lee County,,No,26.765761,-82.265427,22923,Gulf of Mexico,21935,182,5,1,"Located on concrete privacy wall on street side along Shore Lane, on southern entrance wall.  Possible this is just a street flood mark from rain",9/15/2017 4:00:00 AM,3.115,2,2,N/A,6695,4,1,4,,Ran from GNSS BM,Coastal,9/13/2017 4:00:00 AM,1,4,81,81,0.004,0.02,RDH-03,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
31.77,-81.27806,31.77,-81.27806,2017 Irma,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Not marked,Other (Note in Description box),NAD83,Skylar McHenry,Skylar McHenry,GALIB17857,Shrimp Docks Marina.,Priority 1 (network or time critical),,GA,Liberty County,,No,31.77,-81.27806,22961,Unknown,17857,182,5,2,On door of building next to shrimp dock,9/14/2017 4:00:00 AM,8.49,2,6,N/A,7181,8,2.84,5,,,Coastal,9/14/2017 4:00:00 AM,0,2,1590,1590,0.036,0.1,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
31.06315,-81.40454,31.06315,-81.40454,2017 Irma,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Steve Harden,Stake,Other (Note in Description box),local control point,Daniel McCay,Daniel McCay,GAGLY17795,South leg of boardwalk to beach at Beach access 26. New site but referenced also as SSS-GA-GLY-016WL,,,GA,Glynn County,,No,31.06315,-81.40454,22965,Atlantic Ocean,17795,182,2,4,Reed line on on ground near main level of walkway at Jekyll Island Beach. Screwdriver placed in ground at upper most extent of reed line.,9/14/2017 4:00:00 AM,13.52,2,6,N/A,7104,7,0.1,5,,Flagged and surveyed on HOBO retrieval. This HWM debris line elevation in rip rap likely resulted from an isolated wave run up.,Riverine,9/14/2017 4:00:00 AM,0,1,1591,1591,0.012,0.4,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
31.568588,-81.322069,31.568588,-81.322069,2017 Irma,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Steve Harden,Nail,Phone/Car GPS,NAD83,Skylar McHenry,Skylar McHenry,GAMCI17827,SSS-GA-MCI-008,,,GA,Mcintosh County,,No,31.568588,-81.322069,22971,Blackbeard Creek,17827,182,5,3,Seed line on from of house south of fish camp,9/14/2017 4:00:00 AM,8.78,2,6,N/A,7188,5,2.98,3,,,Coastal,9/14/2017 4:00:00 AM,0,2,1590,1590,0.036,0.2,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
18.45111,-65.99558,18.45111,-65.99558,2017 Irma,Debris,Poor: +/- 0.40 ft,PRVD02,RT-GNSS,Mark Dickman,Stake,Map (digital or paper),NAD83,Sonny Anderson,Sonny Anderson,PRCAR20632,Balneario de Carolina,Priority 1 (network or time critical),South Atlantic,PR,Carolina Municipio,,No,18.45111,-65.99583,23021,Atlantic Ocean,20632,182,2,4,10 FT TO THE RIGHT OF RM1. SEE SIT SKETCH,9/11/2017 4:00:00 AM,7.53,6,6,N/A,10575,7,,4,,,Coastal,9/11/2017 4:00:00 AM,0,2,62,62,0.103,0.4,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
25.95660229,-81.51153646,25.95660229,-81.51153646,2017 Irma,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Map (digital or paper),WGS84 (from Digital Map),Ryan Hollins,Ryan Hollins,FLCOL03089,Port of the Islands boat basin on the Faka union Canal.,,Gulf of Mexico,FL,Collier County,,Yes,25.95660229,-81.51153646,23022,Faka Union Canal,3089,182,5,1,Inside white metal electric service box at base of D dock. Gaps between box and concrete base suggest good water exchange. Height abv LSD is abv concrete slab. 1.83 ft abv seawall/sidewalk.,9/14/2017 4:00:00 AM,5.01,2,2,N/A,6679,4,1.53,4,4458,,Coastal,9/14/2017 4:00:00 AM,1,4,81,81,0.012,,hwm-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
31.70972,-81.23944,31.70972,-81.23944,2017 Irma,Vegetation line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Steve Harden,Stake,Handheld GPS,NAD83,Skylar McHenry,Skylar McHenry,GALIB17856,Yellow Bluff boat Lift,,,GA,Liberty County,,No,31.70972,-81.23944,23031,St. Cathrine Sound,17856,182,4,4,Wash line near dock in Yellow Bluff Marina. HWM was confirmed by local resident.,9/15/2017 4:00:00 AM,8.91,2,6,N/A,7177,7,,1,,Surveyed on 9/15/17,Coastal,9/15/2017 4:00:00 AM,0,2,1590,1590,0.036,,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
25.92168,-81.64848,25.92168,-81.64848,2017 Irma,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Sara Hammermeister,Not marked,Map (digital or paper),NAD83,Amanda Booth,Amanda Booth,FLCOL03176,665 W Palm Ave (SE corner of W Palm Ave and Palm Ct).,,Gulf of Mexico,FL,Collier County,,No,25.92168,-81.64848,23034,Gullivan Bay/Coon Key Pass,3176,182,5,2,Seed line on outside of glass slider; bottom floor of house near rear stairs. Did not mark (private home). Mark distance abv LSD is to main house concrete slab,9/14/2017 4:00:00 AM,7.306,2,2,N/A,6681,8,2.78,4,,,Coastal,9/14/2017 4:00:00 AM,0,2,1815,1815,0.024,0.06,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.88578287,-81.28586269,29.88578287,-81.28586269,2017 Irma,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Darrell Lambeth,Stake,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLSTJ17848,St. Augustine Yacht Club,,South Atlantic,FL,St. Johns County,,No,29.88587,-81.28574,23038,Salt Run,17848,182,2,4,Debris line to left of boat ramp when looking at water.  Marked with two short stakes.,9/14/2017 4:00:00 AM,6.923,2,6,N/A,6062,7,,4,,transferred by levels,Coastal,9/14/2017 4:00:00 AM,0,4,105,105,0.289,0.4,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.845,-81.56,30.845,-81.56,2017 Irma,Debris,Poor: +/- 0.40 ft,NAVD88,Level Gun,Steve Harden,Marker,Handheld GPS,NAD83,Jonathan Graham,Jonathan Graham,GACAM17840,Crooked Creek State Park,,,GA,Camden County,,No,30.845,-81.56,23052,Unknown,17840,182,2,4,LOCATED AT BOAT RAMP AT CROOKED RIVER STATE PARK.,9/15/2017 4:00:00 AM,6.474,2,2,Left,6959,4,,1,,Levels ran off GPS surveyed RM,Riverine,9/15/2017 4:00:00 AM,0,2,1588,1588,0.02,0.4,GACAM17840,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.84917,-81.635,30.84917,-81.635,2017 Irma,Seed line,Fair: +/- 0.20 ft,NAVD88,Level Gun,Steve Harden,Nail and HWM tag,Phone/Car GPS,NAD83,Jonathan Graham,Jonathan Graham,GACAM17833,Culvert site. SSS-GA-CAM-009WL,,,GA,Camden County,,No,30.84917,-81.635,23066,Unknown,17833,182,5,3,LOCATED IN POWER POLE MARKED 38411.,9/15/2017 4:00:00 AM,7.114,2,2,N/A,6865,6,3.39,3,,SEED LINE LOCATED ON POWER POLE MARKED 38411. ADJUSTED ELEVATION UP BY 0.08 FEET BASED ON GNSS ADJUSTMENTS SPREADSHEET.,Coastal,9/15/2017 4:00:00 AM,0,2,1588,1588,0.024,0.2,GACAM17833,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
27.01045,-82.41207,27.01045,-82.41207,2017 Irma,Debris,VP: > 0.40 ft,NAVD88,Level Gun,Sara Hammermeister,Nail,Map (digital or paper),WGS84 (from Digital Map),Ryan Hollins,Ryan Hollins,FLSAR03505,Manasota Key Beach (public) at intersection of Manasota Key Rd and Manasota Beach Rd,,Gulf of Mexico,FL,Sarasota County,0,Yes,27.01045,-82.41207,23089,Gulf of Mexico,3505,182,2,5,Wash line running the back beach at base of sand dunes.  Installed Nail with USGS HWM washer and flagging,9/14/2017 4:00:00 AM,,2,2,N/A,6676,5,0,4,,Not a clearly defined debris line.  Believed to not be representative of the peak (6.902 ft),Coastal,9/13/2017 4:00:00 AM,0,4,81,81,0.006,1,RDH-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
