latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
30.39952,-88.45236,30.39952,-88.45236,2021 Ida,Seed line,Excellent: +/- 0.05 ft,NAVD88,Tape measure,,Not marked,Handheld GPS,WGS84 (from Digital Map),John Storm,John Storm,MSJAC25056,Bayou Cumbest at  Orange Grove Road,,Gulf of Mexico,MS,Jackson County,,Yes,30.39952,-88.45236,40953,Bayou Cumbest,25056,312,5,1,on low chord of downstream side of bridge,9/1/2021 5:00:00 AM,4.52,2,1,N/A,,8,,1,14421,taped down to mark from established elevation (chiseled square) on downstream deck curb at mid channel,Coastal,9/1/2021 5:00:00 AM,1,4,1990,1990,0.02,0.05,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.623459,-74.140252,40.623459,-74.140252,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),William Capurso,William Capurso,NYRIC31262,"Forest Ave., between Crystal Ave. and Marianne St., in Target store parking lot, Westerleigh, Staten Island",,,NY,Richmond County,,No,40.623459,-74.140252,40954,Flash flooding,31262,312,5,2,Seed line on back of guard rail in southwest corner of Target Store parking lot.,9/10/2021 4:00:00 AM,27.9,2,6,N/A,24462,4,2.14,3,,HWM1 1.447 + 26.41 = 27.857 ft,Riverine,9/8/2021 4:00:00 AM,0,4,509,509,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.23908333,-89.6147778,30.23908333,-89.6147778,2021 Ida,Debris,Fair: +/- 0.20 ft,NAVD88,Total Station,,Not marked,Map (digital or paper),NAD83,John Storm,John Storm,MSHAN06615,"East Pearl River at Highway 90 at Pearlington, MS",,Gulf of Mexico,MS,Hancock County,,Yes,30.23908333,-89.6147778,40956,East Pearl River,6615,312,2,3,surveyed drift lines upstream and downstream of right abutment in parking lot,9/2/2021 5:00:00 AM,8.2,2,5,Right,,8,,4,14419,"elevation is average of 4 HWMs shot along drift lines:  8.04, 8.18, 8.18, 8.44",Riverine,9/2/2021 5:00:00 AM,1,2,1990,1990,0.02,0.2,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.833004,-73.833582,40.833004,-73.833582,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Not marked,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYBRO31263,"Balcom Ave., between Whittemore Ave. and Gifford Ave., in Old St Raymonds Cemetery, Schuylerville, Bronx",,,NY,Bronx County,,No,40.833004,-73.833582,40957,Flash flooding,31263,312,5,2,Seed line on gravestone.,9/8/2021 4:00:00 AM,18.2,2,6,N/A,24425,8,1.62,3,,1.88 ft + 16.29 ft TBM = 18.2 ft elev,Riverine,9/8/2021 4:00:00 AM,1,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7229598,-73.8781113,40.7229598,-73.8781113,2021 Ida,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYQUE31264,"62nd Ave., between 79th St. and 80th St., Middle Village, Queens",,,NY,Queens County,,No,40.7229598,-73.8781113,40958,Flash flooding,31264,312,5,3,Seed line on grey side wall of garage.,9/8/2021 4:00:00 AM,94.8,2,6,N/A,24483,4,2.95,3,,,Riverine,9/8/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.633939,-74.128942,40.633939,-74.128942,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),William Capurso,William Capurso,NYRIC31265,"Jewett Ave. and Castleton Ave., at Levy Playground, Port Richmond, Staten Island",,,NY,Richmond County,,No,40.633939,-74.128942,40959,Flash flooding,31265,312,5,2,Seed line inside of playground wheel.,9/10/2021 4:00:00 AM,15.5,2,6,N/A,24463,4,2.21,3,,HWM1: 2.389 + 13.11 = 15.499 ft,Riverine,9/8/2021 4:00:00 AM,0,4,509,509,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.888741,-73.894397,40.888741,-73.894397,2021 Ida,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYBRO31266,"West side of Van Cortlandt Park Golf Course and north of the Major Deegan Expy., Van Cortlandt Park, Bronx",,,NY,Bronx County,,No,40.888741,-73.894397,40960,Flash flooding,31266,312,5,3,Seed line on southwest wing wall of Old Putnam Trail overpass.,9/27/2021 4:00:00 AM,16.4,2,6,N/A,24427,4,5.46,3,,,Riverine,9/8/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.628195,-74.133861,40.628195,-74.133861,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYRIC31259,"Haughwout Ave., between Cortlandt St. and Dryden Ct., Elm Park,  Staten Island",,,NY,Richmond County,,No,40.628195,-74.133861,40961,Flash flooding,31259,312,5,2,Seed line on side of house.,9/10/2021 4:00:00 AM,19.3,2,6,N/A,24455,4,1.85,3,,HWM2: 2.133 + 17.17 = 19.303 ft,Riverine,9/7/2021 4:00:00 AM,1,4,900,900,0.1,,HWM-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.890202,-73.89579,40.890202,-73.89579,2021 Ida,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYBRO31267,"East of Broadway, at Van Cortlandt Pool, Van Cortlandt Park, Bronx",,,NY,Bronx County,,No,40.890202,-73.89579,40962,Flash flooding,31267,312,5,1,Seed line on the back of blue building to the right of the left most door.,9/18/2021 4:00:00 AM,16.2,2,6,N/A,24448,4,4.97,3,,,Riverine,9/8/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7397456,-73.8974122,40.7397456,-73.8974122,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYQUE31268,"East of intersection of 67th St. and Laurel Hill Blvd., Maspeth, Queens",,,NY,Queens County,,No,40.7397456,-73.8974122,40963,Flash flooding,31268,312,5,2,Seed line on cement walkway wall.,9/16/2021 4:00:00 AM,31.9,2,6,N/A,24484,4,0.84,3,,,Riverine,9/8/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7293361,-73.907619,40.7293361,-73.907619,2021 Ida,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),William Capurso,William Capurso,NYQUE31269,"54th Ave., west of Maurice Ave., Maspeth, Queens",,,NY,Queens County,,No,40.7293361,-73.907619,40964,Flash flooding,31269,312,5,1,Seed line on west side of garage wall.,9/22/2021 4:00:00 AM,16.2,2,6,N/A,24489,4,4.31,3,,,Riverine,9/8/2021 4:00:00 AM,1,4,509,509,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.622047,-74.148759,40.622047,-74.148759,2021 Ida,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Ron Busciolano,Not marked,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYRIC31271,"Vedder Ave., between Willow Rd. West and Holiday Dr., Graniteville, Staten Island",,,NY,Richmond County,,No,40.622047,-74.148759,40965,Flash flooding,31271,312,5,1,Continuous seed line on white PVC fence in yard of house.,9/10/2021 4:00:00 AM,30.2,2,6,N/A,24471,8,2.26,3,,,Riverine,9/8/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.032029,-75.233719,40.032029,-75.233719,2021 Ida,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,WGS84 (from Digital Map),Linda Zarr,Linda Zarr,PAPHI31270,"Schuylkill River, At Extra Space Storage.",,,PA,Philadelphia County,,No,40.032029,-75.233719,40967,Schuylkill River,31270,312,5,1,Seedline on door and frame,9/8/2021 4:00:00 AM,44.6,2,6,Left,,4,5.7,3,,,Riverine,9/5/2021 4:00:00 AM,1,4,1584,1584,,,Manayunk-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7617202,-73.8761557,40.7617202,-73.8761557,2021 Ida,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYQUE31272,"Intersection of 93rd St. and 30th Ave., Jackson Heights, Queens",,,NY,Queens County,,No,40.7617202,-73.8761557,40968,Flash flooding,31272,312,1,2,Mud line on sidewalk wall.,9/22/2021 4:00:00 AM,32.4,2,6,N/A,24486,4,0.6,3,,,Riverine,9/8/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7368776,-73.8460827,40.7368776,-73.8460827,2021 Ida,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Ron Busciolano,Tape,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYQUE31258,"Intersection of 62nd Dr. and Grand Central Pkwy. service road, Forest Hills, Queens",,,NY,Queens County,,No,40.7368776,-73.8460827,40969,Flash flooding,31258,312,2,4,Leaf and stick debris line along black playground chain-link fence.,9/7/2021 4:00:00 AM,12.3,2,6,N/A,24478,2,2.2,3,,Multiple flags left on fence closest to World's Fair Playground sign surveyed for levels. HWM flagging Remark 4; orange flags along black chain line fence of park on east side of intersection of Grand Central Pkwy. and 62nd Dr.,Riverine,9/7/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7368776,-73.8460827,40.7368776,-73.8460827,2021 Ida,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYQUE31258,"Intersection of 62nd Dr. and Grand Central Pkwy. service road, Forest Hills, Queens",,,NY,Queens County,,No,40.7368776,-73.8460827,40970,Flash flooding,31258,312,5,3,Seed line on second fence post north of gate to parking lot to building.,9/7/2021 4:00:00 AM,12.1,2,6,N/A,24477,4,3.5,3,,Marked with pink flag on top of post.,Riverine,9/7/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7375718,-73.8463788,40.7375718,-73.8463788,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYQUE31261,"Grand Central Pkwy. service road, between 62nd Dr. and Horace Harding Expy. service road, Forest Hills, Queens",,,NY,Queens County,,No,40.7375718,-73.8463788,40971,Flash flooding,31261,312,5,2,"Seed line on north wall of brick building, about 30 ft north of brown door.",9/7/2021 4:00:00 AM,12.6,2,6,N/A,24480,4,2.44,3,,,Riverine,9/7/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.03168,-75.23348,40.03168,-75.23348,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Phone/Car GPS,NAD 83( CORS96) epoch 2002,Linda Zarr,Linda Zarr,PAPHI31273,"Schuylkill River, Downstream of Fountain Street Bridge over canal.",,,PA,Philadelphia County,,No,40.03168,-75.23348,40972,Schuylkill River,31273,312,5,2,Downstream of bridge on 6-8 inch diameter tree.,9/8/2021 4:00:00 AM,45.2,2,6,N/A,,6,3,3,,,Riverine,9/5/2021 4:00:00 AM,0,5,1584,1584,,,Manayunk-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.029244,-75.232245,40.029244,-75.232245,2021 Ida,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,WGS84 (from Digital Map),Linda Zarr,Linda Zarr,PAPHI31274,"Schuylkill River, Apex Manayunk, Flatrock Road",,,PA,Philadelphia County,,No,40.029244,-75.232245,40973,Schuylkill River,31274,312,5,1,,9/8/2021 4:00:00 AM,44.4,2,6,N/A,,4,9.2,3,,,Riverine,9/5/2021 4:00:00 AM,0,4,1584,1584,,,Manayunk-3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.630885,-74.13044,40.630885,-74.13044,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYRIC31260,"Intersection of Post Ave. and Jewett Ave., Port Richmond,  Staten Island",,,NY,Richmond County,,No,40.630885,-74.13044,40974,Flash flooding,31260,312,5,2,Seed line on wall of building next to liquor store at Post Ave. and Jewett Ave.,9/10/2021 4:00:00 AM,18.5,2,6,N/A,24454,4,2.11,3,,HWM2: 1.588 + 16.95 = 18.538 ft,Riverine,9/8/2021 4:00:00 AM,1,4,900,900,0.1,,HWM-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.623459,-74.140252,40.623459,-74.140252,2021 Ida,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Ron Busciolano,Paint,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYRIC31262,"Forest Ave., between Crystal Ave. and Marianne St., in Target store parking lot, Westerleigh, Staten Island",,,NY,Richmond County,,No,40.623459,-74.140252,40975,Flash flooding,31262,312,2,3,Debris line on fence in southwest corner of Target Store parking lot.,9/10/2021 4:00:00 AM,27.6,2,6,N/A,24461,3,2.5,3,,HWM2 1.177 + 26.41 = 27.587 ft,Riverine,9/8/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.633939,-74.128942,40.633939,-74.128942,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),,Amy Simonson,NYRIC31265,"Jewett Ave. and Castleton Ave., at Levy Playground, Port Richmond, Staten Island",,,NY,Richmond County,,No,40.633939,-74.128942,40976,Flash flooding,31265,312,5,2,Seed line on inside of climbing wall.,9/10/2021 4:00:00 AM,15.4,2,6,N/A,24460,4,1.92,3,,HWM2: 2.247 + 13.11 = 15.357 ft,Riverine,9/8/2021 4:00:00 AM,0,4,,900,0.1,,HWM-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.0274871,-75.22848128,40.0274871,-75.22848128,2021 Ida,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,WGS84 (from Digital Map),,Linda Zarr,PAPHI31275,"Schuylkill River, along Schuylkill River Trail.",,,PA,Philadelphia County,,No,40.0274871,-75.22848128,40979,Schuylkill River,31275,312,1,1,Mudline with seeds along wall.,9/8/2021 4:00:00 AM,43.6,2,6,Left,,4,,3,,,Riverine,9/5/2021 4:00:00 AM,0,4,,1584,,,Matayunk-4,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7239046,-73.8462775,40.7239046,-73.8462775,2021 Ida,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYQUE31276,"Intersection of 69th Rd. and Yellowstone Blvd., Forest Hills, Queens",,,NY,Queens County,,No,40.7239046,-73.8462775,40980,Flash flooding,31276,312,5,2,Seed line at bottom of ramp inside delivery door of building.,11/23/2021 5:00:00 AM,33.6,2,6,N/A,24502,4,0.91,3,,,Riverine,9/9/2021 4:00:00 AM,1,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7247169,-73.8465746,40.7247169,-73.8465746,2021 Ida,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Ron Busciolano,Not marked,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYQUE31277,"Intersection of 69th Ave. and Yellowstone Blvd., Forest Hills, Queens",,,NY,Queens County,,No,40.7247169,-73.8465746,40981,Flash flooding,31277,312,5,1,Seed line on basement wall of building.,9/15/2021 4:00:00 AM,31.9,2,6,N/A,24490,8,4,3,,Height above ground estimated from photos.,Riverine,9/9/2021 4:00:00 AM,1,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.687858,-73.911217,40.687858,-73.911217,2021 Ida,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Ron Busciolano,Marker,Phone/Car GPS,WGS84 (from Digital Map),Amy Simonson,Amy Simonson,NYKIN31278,"Evergreen Ave., between Eldert St. and Covert St., Bushwick, Brooklyn",,,NY,Kings County,,No,40.687858,-73.911217,40982,Flash flooding,31278,312,5,4,Seed line on bike hitching post on east side of Evergreen Ave. adjacent to Tiger Park.,10/20/2021 4:00:00 AM,36.7,2,6,N/A,24718,4,0.91,3,,HWM 1 Elev: 35.77 (Land surface below mark) + 0.91 ft = 36.68 ft,Riverine,9/9/2021 4:00:00 AM,0,4,900,900,0.1,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
